unit,sex,age,region,year,value
YR,F,Y36,AT,1995,45.1
YR,F,Y37,AT,1995,44.1
YR,F,Y38,AT,1995,43.2
YR,F,Y39,AT,1995,42.2
YR,F,Y4,AT,1995,76.6
YR,F,Y40,AT,1995,41.2
YR,F,Y41,AT,1995,40.3
YR,F,Y42,AT,1995,39.4
YR,F,Y43,AT,1995,38.4
YR,F,Y44,AT,1995,37.5
YR,F,Y45,AT,1995,36.5
YR,F,Y46,AT,1995,35.6
YR,F,Y47,AT,1995,34.7
YR,F,Y48,AT,1995,33.7
YR,F,Y49,AT,1995,32.8
YR,F,Y5,AT,1995,75.6
YR,F,Y50,AT,1995,31.9
YR,F,Y51,AT,1995,31.0
YR,F,Y52,AT,1995,30.1
YR,F,Y53,AT,1995,29.2
YR,F,Y54,AT,1995,28.3
YR,F,Y55,AT,1995,27.4
YR,F,Y56,AT,1995,26.5
YR,F,Y57,AT,1995,25.6
YR,F,Y58,AT,1995,24.7
YR,F,Y59,AT,1995,23.9
YR,F,Y6,AT,1995,74.6
YR,F,Y60,AT,1995,23.0
YR,F,Y61,AT,1995,22.1
YR,F,Y62,AT,1995,21.3
YR,F,Y63,AT,1995,20.4
YR,F,Y64,AT,1995,19.6
YR,F,Y65,AT,1995,18.8
YR,F,Y66,AT,1995,18.0
YR,F,Y67,AT,1995,17.1
YR,F,Y68,AT,1995,16.3
YR,F,Y69,AT,1995,15.6
YR,F,Y7,AT,1995,73.6
YR,F,Y70,AT,1995,14.8
YR,F,Y71,AT,1995,14.0
YR,F,Y72,AT,1995,13.3
YR,F,Y73,AT,1995,12.6
YR,F,Y74,AT,1995,11.9
YR,F,Y75,AT,1995,11.2
YR,F,Y76,AT,1995,10.6
YR,F,Y77,AT,1995,9.9
YR,F,Y78,AT,1995,9.3
YR,F,Y79,AT,1995,8.7
YR,F,Y8,AT,1995,72.6
YR,F,Y80,AT,1995,8.1
YR,F,Y81,AT,1995,7.6
YR,F,Y82,AT,1995,7.1
YR,F,Y83,AT,1995,6.7
YR,F,Y84,AT,1995,6.2
YR,F,Y9,AT,1995,71.6
YR,F,Y_GE85,AT,1995,5.8
YR,F,Y_LT1,AT,1995,80.1
YR,M,Y1,AT,1995,72.8
YR,M,Y10,AT,1995,63.9
YR,M,Y11,AT,1995,62.9
YR,M,Y12,AT,1995,61.9
YR,M,Y13,AT,1995,61.0
YR,M,Y14,AT,1995,60.0
YR,M,Y15,AT,1995,59.0
YR,M,Y16,AT,1995,58.0
YR,M,Y17,AT,1995,57.1
YR,M,Y18,AT,1995,56.1
YR,M,Y19,AT,1995,55.2
YR,M,Y2,AT,1995,71.8
YR,M,Y20,AT,1995,54.3
YR,M,Y21,AT,1995,53.4
YR,M,Y22,AT,1995,52.4
YR,M,Y23,AT,1995,51.5
YR,M,Y24,AT,1995,50.6
YR,M,Y25,AT,1995,49.6
YR,M,Y26,AT,1995,48.7
YR,M,Y27,AT,1995,47.7
YR,M,Y28,AT,1995,46.8
YR,M,Y29,AT,1995,45.8
YR,M,Y3,AT,1995,70.8
YR,M,Y30,AT,1995,44.9
YR,M,Y31,AT,1995,43.9
YR,M,Y32,AT,1995,43.0
YR,M,Y33,AT,1995,42.1
YR,M,Y34,AT,1995,41.1
YR,M,Y35,AT,1995,40.2
YR,M,Y36,AT,1995,39.2
YR,M,Y37,AT,1995,38.3
YR,M,Y38,AT,1995,37.4
YR,M,Y39,AT,1995,36.4
YR,M,Y4,AT,1995,69.9
YR,M,Y40,AT,1995,35.5
YR,M,Y41,AT,1995,34.6
YR,M,Y42,AT,1995,33.7
YR,M,Y43,AT,1995,32.8
YR,M,Y44,AT,1995,31.9
YR,M,Y45,AT,1995,31.0
YR,M,Y46,AT,1995,30.1
YR,M,Y47,AT,1995,29.2
YR,M,Y48,AT,1995,28.3
YR,M,Y49,AT,1995,27.5
YR,M,Y5,AT,1995,68.9
YR,M,Y50,AT,1995,26.6
YR,M,Y51,AT,1995,25.8
YR,M,Y52,AT,1995,24.9
YR,M,Y53,AT,1995,24.1
YR,M,Y54,AT,1995,23.3
YR,M,Y55,AT,1995,22.5
YR,M,Y56,AT,1995,21.7
YR,M,Y57,AT,1995,20.9
YR,M,Y58,AT,1995,20.1
YR,M,Y59,AT,1995,19.3
YR,M,Y6,AT,1995,67.9
YR,M,Y60,AT,1995,18.5
YR,M,Y61,AT,1995,17.8
YR,M,Y62,AT,1995,17.1
YR,M,Y63,AT,1995,16.4
YR,M,Y64,AT,1995,15.7
YR,M,Y65,AT,1995,15.0
YR,M,Y66,AT,1995,14.3
YR,M,Y67,AT,1995,13.7
YR,M,Y68,AT,1995,13.1
YR,M,Y69,AT,1995,12.4
YR,M,Y7,AT,1995,66.9
YR,M,Y70,AT,1995,11.8
YR,M,Y71,AT,1995,11.2
YR,M,Y72,AT,1995,10.7
YR,M,Y73,AT,1995,10.1
YR,M,Y74,AT,1995,9.5
YR,M,Y75,AT,1995,9.0
YR,M,Y76,AT,1995,8.5
YR,M,Y77,AT,1995,8.0
YR,M,Y78,AT,1995,7.5
YR,M,Y79,AT,1995,7.0
YR,M,Y8,AT,1995,65.9
YR,M,Y80,AT,1995,6.6
YR,M,Y81,AT,1995,6.2
YR,M,Y82,AT,1995,5.8
YR,M,Y83,AT,1995,5.4
YR,M,Y84,AT,1995,5.1
YR,M,Y9,AT,1995,64.9
YR,M,Y_GE85,AT,1995,4.8
YR,M,Y_LT1,AT,1995,73.4
YR,T,Y1,AT,1995,76.3
YR,T,Y10,AT,1995,67.4
YR,T,Y11,AT,1995,66.4
YR,T,Y12,AT,1995,65.5
YR,T,Y13,AT,1995,64.5
YR,T,Y14,AT,1995,63.5
YR,T,Y15,AT,1995,62.5
YR,T,Y16,AT,1995,61.5
YR,T,Y17,AT,1995,60.5
YR,T,Y18,AT,1995,59.6
YR,T,Y19,AT,1995,58.6
YR,T,Y2,AT,1995,75.3
YR,T,Y20,AT,1995,57.7
YR,T,Y21,AT,1995,56.7
YR,T,Y22,AT,1995,55.8
YR,T,Y23,AT,1995,54.8
YR,T,Y24,AT,1995,53.9
YR,T,Y25,AT,1995,52.9
YR,T,Y26,AT,1995,51.9
YR,T,Y27,AT,1995,51.0
YR,T,Y28,AT,1995,50.0
YR,T,Y29,AT,1995,49.1
YR,T,Y3,AT,1995,74.4
YR,T,Y30,AT,1995,48.1
YR,T,Y31,AT,1995,47.2
YR,T,Y32,AT,1995,46.2
YR,T,Y33,AT,1995,45.2
YR,T,Y34,AT,1995,44.3
YR,T,Y35,AT,1995,43.3
YR,T,Y36,AT,1995,42.4
YR,T,Y37,AT,1995,41.4
YR,T,Y38,AT,1995,40.5
YR,T,Y39,AT,1995,39.5
YR,T,Y4,AT,1995,73.4
YR,T,Y40,AT,1995,38.6
YR,T,Y41,AT,1995,37.7
YR,T,Y42,AT,1995,36.7
YR,T,Y43,AT,1995,35.8
YR,T,Y44,AT,1995,34.9
YR,T,Y45,AT,1995,34.0
YR,T,Y46,AT,1995,33.1
YR,T,Y47,AT,1995,32.2
YR,T,Y48,AT,1995,31.3
YR,T,Y49,AT,1995,30.4
YR,T,Y5,AT,1995,72.4
YR,T,Y50,AT,1995,29.5
YR,T,Y51,AT,1995,28.6
YR,T,Y52,AT,1995,27.8
YR,T,Y53,AT,1995,26.9
YR,T,Y54,AT,1995,26.1
YR,T,Y55,AT,1995,25.2
YR,T,Y56,AT,1995,24.4
YR,T,Y57,AT,1995,23.5
YR,T,Y58,AT,1995,22.7
YR,T,Y59,AT,1995,21.9
YR,T,Y6,AT,1995,71.4
YR,T,Y60,AT,1995,21.1
YR,T,Y61,AT,1995,20.3
YR,T,Y62,AT,1995,19.5
YR,T,Y63,AT,1995,18.7
YR,T,Y64,AT,1995,18.0
YR,T,Y65,AT,1995,17.3
YR,T,Y66,AT,1995,16.5
YR,T,Y67,AT,1995,15.8
YR,T,Y68,AT,1995,15.1
YR,T,Y69,AT,1995,14.4
YR,T,Y7,AT,1995,70.4
YR,T,Y70,AT,1995,13.7
YR,T,Y71,AT,1995,13.0
YR,T,Y72,AT,1995,12.4
YR,T,Y73,AT,1995,11.7
YR,T,Y74,AT,1995,11.1
YR,T,Y75,AT,1995,10.4
YR,T,Y76,AT,1995,9.9
YR,T,Y77,AT,1995,9.3
YR,T,Y78,AT,1995,8.7
YR,T,Y79,AT,1995,8.2
YR,T,Y8,AT,1995,69.4
YR,T,Y80,AT,1995,7.6
YR,T,Y81,AT,1995,7.2
YR,T,Y82,AT,1995,6.7
YR,T,Y83,AT,1995,6.3
YR,T,Y84,AT,1995,5.9
YR,T,Y9,AT,1995,68.4
YR,T,Y_GE85,AT,1995,5.5
YR,T,Y_LT1,AT,1995,76.9
YR,F,Y1,AT,1994,79.2
YR,F,Y10,AT,1994,70.4
YR,F,Y11,AT,1994,69.4
YR,F,Y12,AT,1994,68.4
YR,F,Y13,AT,1994,67.4
YR,F,Y14,AT,1994,66.4
YR,F,Y15,AT,1994,65.4
YR,F,Y16,AT,1994,64.4
YR,F,Y17,AT,1994,63.5
YR,F,Y18,AT,1994,62.5
YR,F,Y19,AT,1994,61.5
YR,F,Y2,AT,1994,78.3
YR,F,Y20,AT,1994,60.6
YR,F,Y21,AT,1994,59.6
YR,F,Y22,AT,1994,58.6
YR,F,Y23,AT,1994,57.6
YR,F,Y24,AT,1994,56.7
YR,F,Y25,AT,1994,55.7
YR,F,Y26,AT,1994,54.7
YR,F,Y27,AT,1994,53.7
YR,F,Y28,AT,1994,52.7
YR,F,Y29,AT,1994,51.8
YR,F,Y3,AT,1994,77.3
YR,F,Y30,AT,1994,50.8
YR,F,Y31,AT,1994,49.8
YR,F,Y32,AT,1994,48.9
YR,F,Y33,AT,1994,47.9
YR,F,Y34,AT,1994,46.9
YR,F,Y35,AT,1994,45.9
YR,F,Y36,AT,1994,45.0
YR,F,Y37,AT,1994,44.0
YR,F,Y38,AT,1994,43.0
YR,F,Y39,AT,1994,42.1
YR,F,Y4,AT,1994,76.3
YR,F,Y40,AT,1994,41.1
YR,F,Y41,AT,1994,40.2
YR,F,Y42,AT,1994,39.2
YR,F,Y43,AT,1994,38.2
YR,F,Y44,AT,1994,37.3
YR,F,Y45,AT,1994,36.4
YR,F,Y46,AT,1994,35.4
YR,F,Y47,AT,1994,34.5
YR,F,Y48,AT,1994,33.6
YR,F,Y49,AT,1994,32.7
YR,F,Y5,AT,1994,75.3
YR,F,Y50,AT,1994,31.8
YR,F,Y51,AT,1994,30.9
YR,F,Y52,AT,1994,30.0
YR,F,Y53,AT,1994,29.1
YR,F,Y54,AT,1994,28.2
YR,F,Y55,AT,1994,27.3
YR,F,Y56,AT,1994,26.4
YR,F,Y57,AT,1994,25.5
YR,F,Y58,AT,1994,24.6
YR,F,Y59,AT,1994,23.7
YR,F,Y6,AT,1994,74.3
YR,F,Y60,AT,1994,22.9
YR,F,Y61,AT,1994,22.0
YR,F,Y62,AT,1994,21.2
YR,F,Y63,AT,1994,20.3
YR,F,Y64,AT,1994,19.5
YR,F,Y65,AT,1994,18.7
YR,F,Y66,AT,1994,17.8
YR,F,Y67,AT,1994,17.1
YR,F,Y68,AT,1994,16.3
YR,F,Y69,AT,1994,15.5
YR,F,Y7,AT,1994,73.4
YR,F,Y70,AT,1994,14.7
YR,F,Y71,AT,1994,14.0
YR,F,Y72,AT,1994,13.2
YR,F,Y73,AT,1994,12.5
YR,F,Y74,AT,1994,11.8
YR,F,Y75,AT,1994,11.2
YR,F,Y76,AT,1994,10.5
YR,F,Y77,AT,1994,9.9
YR,F,Y78,AT,1994,9.3
YR,F,Y79,AT,1994,8.7
YR,F,Y8,AT,1994,72.4
YR,F,Y80,AT,1994,8.1
YR,F,Y81,AT,1994,7.6
YR,F,Y82,AT,1994,7.1
YR,F,Y83,AT,1994,6.7
YR,F,Y84,AT,1994,6.2
YR,F,Y9,AT,1994,71.4
YR,F,Y_GE85,AT,1994,5.9
YR,F,Y_LT1,AT,1994,79.8
YR,M,Y1,AT,1994,72.7
YR,M,Y10,AT,1994,63.9
YR,M,Y11,AT,1994,62.9
YR,M,Y12,AT,1994,61.9
YR,M,Y13,AT,1994,60.9
YR,M,Y14,AT,1994,59.9
YR,M,Y15,AT,1994,58.9
YR,M,Y16,AT,1994,57.9
YR,M,Y17,AT,1994,57.0
YR,M,Y18,AT,1994,56.0
YR,M,Y19,AT,1994,55.1
YR,M,Y2,AT,1994,71.7
YR,M,Y20,AT,1994,54.2
YR,M,Y21,AT,1994,53.3
YR,M,Y22,AT,1994,52.4
YR,M,Y23,AT,1994,51.5
YR,M,Y24,AT,1994,50.5
YR,M,Y25,AT,1994,49.6
YR,M,Y26,AT,1994,48.7
YR,M,Y27,AT,1994,47.7
YR,M,Y28,AT,1994,46.8
YR,M,Y29,AT,1994,45.8
YR,M,Y3,AT,1994,70.7
YR,M,Y30,AT,1994,44.9
YR,M,Y31,AT,1994,43.9
YR,M,Y32,AT,1994,43.0
YR,M,Y33,AT,1994,42.0
YR,M,Y34,AT,1994,41.1
YR,M,Y35,AT,1994,40.2
YR,M,Y36,AT,1994,39.2
YR,M,Y37,AT,1994,38.3
YR,M,Y38,AT,1994,37.4
YR,M,Y39,AT,1994,36.4
YR,M,Y4,AT,1994,69.8
YR,M,Y40,AT,1994,35.5
YR,M,Y41,AT,1994,34.6
YR,M,Y42,AT,1994,33.7
YR,M,Y43,AT,1994,32.8
YR,M,Y44,AT,1994,31.9
YR,M,Y45,AT,1994,31.0
YR,M,Y46,AT,1994,30.1
YR,M,Y47,AT,1994,29.2
YR,M,Y48,AT,1994,28.3
YR,M,Y49,AT,1994,27.5
YR,M,Y5,AT,1994,68.8
YR,M,Y50,AT,1994,26.6
YR,M,Y51,AT,1994,25.8
YR,M,Y52,AT,1994,24.9
YR,M,Y53,AT,1994,24.1
YR,M,Y54,AT,1994,23.3
YR,M,Y55,AT,1994,22.4
YR,M,Y56,AT,1994,21.6
YR,M,Y57,AT,1994,20.8
YR,M,Y58,AT,1994,20.1
YR,M,Y59,AT,1994,19.3
YR,M,Y6,AT,1994,67.8
YR,M,Y60,AT,1994,18.5
YR,M,Y61,AT,1994,17.8
YR,M,Y62,AT,1994,17.1
YR,M,Y63,AT,1994,16.4
YR,M,Y64,AT,1994,15.7
YR,M,Y65,AT,1994,15.0
YR,M,Y66,AT,1994,14.4
YR,M,Y67,AT,1994,13.7
YR,M,Y68,AT,1994,13.1
YR,M,Y69,AT,1994,12.4
YR,M,Y7,AT,1994,66.8
YR,M,Y70,AT,1994,11.8
YR,M,Y71,AT,1994,11.2
YR,M,Y72,AT,1994,10.7
YR,M,Y73,AT,1994,10.1
YR,M,Y74,AT,1994,9.6
YR,M,Y75,AT,1994,9.1
YR,M,Y76,AT,1994,8.5
YR,M,Y77,AT,1994,8.0
YR,M,Y78,AT,1994,7.6
YR,M,Y79,AT,1994,7.1
YR,M,Y8,AT,1994,65.8
YR,M,Y80,AT,1994,6.7
YR,M,Y81,AT,1994,6.3
YR,M,Y82,AT,1994,5.9
YR,M,Y83,AT,1994,5.5
YR,M,Y84,AT,1994,5.1
YR,M,Y9,AT,1994,64.8
YR,M,Y_GE85,AT,1994,4.8
YR,M,Y_LT1,AT,1994,73.2
YR,T,Y1,AT,1994,76.1
YR,T,Y10,AT,1994,67.3
YR,T,Y11,AT,1994,66.3
YR,T,Y12,AT,1994,65.3
YR,T,Y13,AT,1994,64.3
YR,T,Y14,AT,1994,63.3
YR,T,Y15,AT,1994,62.4
YR,T,Y16,AT,1994,61.4
YR,T,Y17,AT,1994,60.4
YR,T,Y18,AT,1994,59.5
YR,T,Y19,AT,1994,58.5
YR,T,Y2,AT,1994,75.2
YR,T,Y20,AT,1994,57.6
YR,T,Y21,AT,1994,56.6
YR,T,Y22,AT,1994,55.7
YR,T,Y23,AT,1994,54.7
YR,T,Y24,AT,1994,53.8
YR,T,Y25,AT,1994,52.8
YR,T,Y26,AT,1994,51.9
YR,T,Y27,AT,1994,50.9
YR,T,Y28,AT,1994,50.0
YR,T,Y29,AT,1994,49.0
YR,T,Y3,AT,1994,74.2
YR,T,Y30,AT,1994,48.0
YR,T,Y31,AT,1994,47.1
YR,T,Y32,AT,1994,46.1
YR,T,Y33,AT,1994,45.2
YR,T,Y34,AT,1994,44.2
YR,T,Y35,AT,1994,43.3
YR,T,Y36,AT,1994,42.3
YR,T,Y37,AT,1994,41.4
YR,T,Y38,AT,1994,40.4
YR,T,Y39,AT,1994,39.5
YR,T,Y4,AT,1994,73.2
YR,T,Y40,AT,1994,38.5
YR,T,Y41,AT,1994,37.6
YR,T,Y42,AT,1994,36.7
YR,T,Y43,AT,1994,35.7
YR,T,Y44,AT,1994,34.8
YR,T,Y45,AT,1994,33.9
YR,T,Y46,AT,1994,33.0
YR,T,Y47,AT,1994,32.1
YR,T,Y48,AT,1994,31.2
YR,T,Y49,AT,1994,30.3
YR,T,Y5,AT,1994,72.2
YR,T,Y50,AT,1994,29.5
YR,T,Y51,AT,1994,28.6
YR,T,Y52,AT,1994,27.7
YR,T,Y53,AT,1994,26.9
YR,T,Y54,AT,1994,26.0
YR,T,Y55,AT,1994,25.1
YR,T,Y56,AT,1994,24.3
YR,T,Y57,AT,1994,23.5
YR,T,Y58,AT,1994,22.6
YR,T,Y59,AT,1994,21.8
YR,T,Y6,AT,1994,71.3
YR,T,Y60,AT,1994,21.0
YR,T,Y61,AT,1994,20.2
YR,T,Y62,AT,1994,19.4
YR,T,Y63,AT,1994,18.7
YR,T,Y64,AT,1994,17.9
YR,T,Y65,AT,1994,17.2
YR,T,Y66,AT,1994,16.5
YR,T,Y67,AT,1994,15.8
YR,T,Y68,AT,1994,15.0
YR,T,Y69,AT,1994,14.3
YR,T,Y7,AT,1994,70.3
YR,T,Y70,AT,1994,13.6
YR,T,Y71,AT,1994,13.0
YR,T,Y72,AT,1994,12.3
YR,T,Y73,AT,1994,11.7
YR,T,Y74,AT,1994,11.0
YR,T,Y75,AT,1994,10.4
YR,T,Y76,AT,1994,9.8
YR,T,Y77,AT,1994,9.3
YR,T,Y78,AT,1994,8.7
YR,T,Y79,AT,1994,8.2
YR,T,Y8,AT,1994,69.3
YR,T,Y80,AT,1994,7.7
YR,T,Y81,AT,1994,7.2
YR,T,Y82,AT,1994,6.7
YR,T,Y83,AT,1994,6.3
YR,T,Y84,AT,1994,5.9
YR,T,Y9,AT,1994,68.3
YR,T,Y_GE85,AT,1994,5.6
YR,T,Y_LT1,AT,1994,76.7
YR,F,Y1,AT,1993,78.9
YR,F,Y10,AT,1993,70.1
YR,F,Y11,AT,1993,69.1
YR,F,Y12,AT,1993,68.1
YR,F,Y13,AT,1993,67.1
YR,F,Y14,AT,1993,66.1
YR,F,Y15,AT,1993,65.1
YR,F,Y16,AT,1993,64.2
YR,F,Y17,AT,1993,63.2
YR,F,Y18,AT,1993,62.2
YR,F,Y19,AT,1993,61.2
YR,F,Y2,AT,1993,78.0
YR,F,Y20,AT,1993,60.2
YR,F,Y21,AT,1993,59.3
YR,F,Y22,AT,1993,58.3
YR,F,Y23,AT,1993,57.3
YR,F,Y24,AT,1993,56.3
YR,F,Y25,AT,1993,55.4
YR,F,Y26,AT,1993,54.4
YR,F,Y27,AT,1993,53.4
YR,F,Y28,AT,1993,52.4
YR,F,Y29,AT,1993,51.4
YR,F,Y3,AT,1993,77.0
YR,F,Y30,AT,1993,50.5
YR,F,Y31,AT,1993,49.5
YR,F,Y32,AT,1993,48.5
YR,F,Y33,AT,1993,47.6
YR,F,Y34,AT,1993,46.6
YR,F,Y35,AT,1993,45.6
YR,F,Y36,AT,1993,44.7
YR,F,Y37,AT,1993,43.7
YR,F,Y38,AT,1993,42.7
YR,F,Y39,AT,1993,41.8
YR,F,Y4,AT,1993,76.0
YR,F,Y40,AT,1993,40.8
YR,F,Y41,AT,1993,39.8
YR,F,Y42,AT,1993,38.9
YR,F,Y43,AT,1993,37.9
YR,F,Y44,AT,1993,37.0
YR,F,Y45,AT,1993,36.1
YR,F,Y46,AT,1993,35.1
YR,F,Y47,AT,1993,34.2
YR,F,Y48,AT,1993,33.3
YR,F,Y49,AT,1993,32.4
YR,F,Y5,AT,1993,75.0
YR,F,Y50,AT,1993,31.5
YR,F,Y51,AT,1993,30.6
YR,F,Y52,AT,1993,29.7
YR,F,Y53,AT,1993,28.8
YR,F,Y54,AT,1993,27.9
YR,F,Y55,AT,1993,27.0
YR,F,Y56,AT,1993,26.1
YR,F,Y57,AT,1993,25.2
YR,F,Y58,AT,1993,24.3
YR,F,Y59,AT,1993,23.5
YR,F,Y6,AT,1993,74.0
YR,F,Y60,AT,1993,22.6
YR,F,Y61,AT,1993,21.8
YR,F,Y62,AT,1993,20.9
YR,F,Y63,AT,1993,20.1
YR,F,Y64,AT,1993,19.2
YR,F,Y65,AT,1993,18.4
YR,F,Y66,AT,1993,17.6
YR,F,Y67,AT,1993,16.8
YR,F,Y68,AT,1993,16.0
YR,F,Y69,AT,1993,15.3
YR,F,Y7,AT,1993,73.0
YR,F,Y70,AT,1993,14.5
YR,F,Y71,AT,1993,13.8
YR,F,Y72,AT,1993,13.0
YR,F,Y73,AT,1993,12.3
YR,F,Y74,AT,1993,11.7
YR,F,Y75,AT,1993,11.0
YR,F,Y76,AT,1993,10.3
YR,F,Y77,AT,1993,9.7
YR,F,Y78,AT,1993,9.0
YR,F,Y79,AT,1993,8.5
YR,F,Y8,AT,1993,72.0
YR,F,Y80,AT,1993,7.9
YR,F,Y81,AT,1993,7.4
YR,F,Y82,AT,1993,6.9
YR,F,Y83,AT,1993,6.4
YR,F,Y84,AT,1993,6.0
YR,F,Y9,AT,1993,71.1
YR,F,Y_GE85,AT,1993,5.6
YR,F,Y_LT1,AT,1993,79.5
YR,M,Y1,AT,1993,72.3
YR,M,Y10,AT,1993,63.5
YR,M,Y11,AT,1993,62.5
YR,M,Y12,AT,1993,61.5
YR,M,Y13,AT,1993,60.5
YR,M,Y14,AT,1993,59.6
YR,M,Y15,AT,1993,58.6
YR,M,Y16,AT,1993,57.6
YR,M,Y17,AT,1993,56.6
YR,M,Y18,AT,1993,55.7
YR,M,Y19,AT,1993,54.8
YR,M,Y2,AT,1993,71.4
YR,M,Y20,AT,1993,53.9
YR,M,Y21,AT,1993,53.0
YR,M,Y22,AT,1993,52.0
YR,M,Y23,AT,1993,51.1
YR,M,Y24,AT,1993,50.2
YR,M,Y25,AT,1993,49.2
YR,M,Y26,AT,1993,48.3
YR,M,Y27,AT,1993,47.4
YR,M,Y28,AT,1993,46.4
YR,M,Y29,AT,1993,45.5
YR,M,Y3,AT,1993,70.4
YR,M,Y30,AT,1993,44.5
YR,M,Y31,AT,1993,43.6
YR,M,Y32,AT,1993,42.6
YR,M,Y33,AT,1993,41.7
YR,M,Y34,AT,1993,40.7
YR,M,Y35,AT,1993,39.8
YR,M,Y36,AT,1993,38.9
YR,M,Y37,AT,1993,37.9
YR,M,Y38,AT,1993,37.0
YR,M,Y39,AT,1993,36.1
YR,M,Y4,AT,1993,69.4
YR,M,Y40,AT,1993,35.1
YR,M,Y41,AT,1993,34.2
YR,M,Y42,AT,1993,33.3
YR,M,Y43,AT,1993,32.4
YR,M,Y44,AT,1993,31.5
YR,M,Y45,AT,1993,30.6
YR,M,Y46,AT,1993,29.7
YR,M,Y47,AT,1993,28.8
YR,M,Y48,AT,1993,28.0
YR,M,Y49,AT,1993,27.1
YR,M,Y5,AT,1993,68.4
YR,M,Y50,AT,1993,26.2
YR,M,Y51,AT,1993,25.4
YR,M,Y52,AT,1993,24.5
YR,M,Y53,AT,1993,23.7
YR,M,Y54,AT,1993,22.9
YR,M,Y55,AT,1993,22.1
YR,M,Y56,AT,1993,21.3
YR,M,Y57,AT,1993,20.5
YR,M,Y58,AT,1993,19.7
YR,M,Y59,AT,1993,19.0
YR,M,Y6,AT,1993,67.4
YR,M,Y60,AT,1993,18.2
YR,M,Y61,AT,1993,17.5
YR,M,Y62,AT,1993,16.8
YR,M,Y63,AT,1993,16.1
YR,M,Y64,AT,1993,15.4
YR,M,Y65,AT,1993,14.7
YR,M,Y66,AT,1993,14.1
YR,M,Y67,AT,1993,13.4
YR,M,Y68,AT,1993,12.8
YR,M,Y69,AT,1993,12.2
YR,M,Y7,AT,1993,66.5
YR,M,Y70,AT,1993,11.6
YR,M,Y71,AT,1993,11.0
YR,M,Y72,AT,1993,10.4
YR,M,Y73,AT,1993,9.8
YR,M,Y74,AT,1993,9.3
YR,M,Y75,AT,1993,8.8
YR,M,Y76,AT,1993,8.2
YR,M,Y77,AT,1993,7.8
YR,M,Y78,AT,1993,7.3
YR,M,Y79,AT,1993,6.8
YR,M,Y8,AT,1993,65.5
YR,M,Y80,AT,1993,6.4
YR,M,Y81,AT,1993,6.0
YR,M,Y82,AT,1993,5.6
YR,M,Y83,AT,1993,5.2
YR,M,Y84,AT,1993,4.9
YR,M,Y9,AT,1993,64.5
YR,M,Y_GE85,AT,1993,4.6
YR,M,Y_LT1,AT,1993,72.8
YR,T,Y1,AT,1993,75.8
YR,T,Y10,AT,1993,67.0
YR,T,Y11,AT,1993,66.0
YR,T,Y12,AT,1993,65.0
YR,T,Y13,AT,1993,64.0
YR,T,Y14,AT,1993,63.0
YR,T,Y15,AT,1993,62.0
YR,T,Y16,AT,1993,61.1
YR,T,Y17,AT,1993,60.1
YR,T,Y18,AT,1993,59.1
YR,T,Y19,AT,1993,58.2
YR,T,Y2,AT,1993,74.9
YR,T,Y20,AT,1993,57.2
YR,T,Y21,AT,1993,56.3
YR,T,Y22,AT,1993,55.4
YR,T,Y23,AT,1993,54.4
YR,T,Y24,AT,1993,53.5
YR,T,Y25,AT,1993,52.5
YR,T,Y26,AT,1993,51.5
YR,T,Y27,AT,1993,50.6
YR,T,Y28,AT,1993,49.6
YR,T,Y29,AT,1993,48.7
YR,T,Y3,AT,1993,73.9
YR,T,Y30,AT,1993,47.7
YR,T,Y31,AT,1993,46.7
YR,T,Y32,AT,1993,45.8
YR,T,Y33,AT,1993,44.8
YR,T,Y34,AT,1993,43.9
YR,T,Y35,AT,1993,42.9
YR,T,Y36,AT,1993,42.0
YR,T,Y37,AT,1993,41.0
YR,T,Y38,AT,1993,40.1
YR,T,Y39,AT,1993,39.1
YR,T,Y4,AT,1993,72.9
YR,T,Y40,AT,1993,38.2
YR,T,Y41,AT,1993,37.3
YR,T,Y42,AT,1993,36.3
YR,T,Y43,AT,1993,35.4
YR,T,Y44,AT,1993,34.5
YR,T,Y45,AT,1993,33.6
YR,T,Y46,AT,1993,32.7
YR,T,Y47,AT,1993,31.8
YR,T,Y48,AT,1993,30.9
YR,T,Y49,AT,1993,30.0
YR,T,Y5,AT,1993,71.9
YR,T,Y50,AT,1993,29.1
YR,T,Y51,AT,1993,28.2
YR,T,Y52,AT,1993,27.4
YR,T,Y53,AT,1993,26.5
YR,T,Y54,AT,1993,25.7
YR,T,Y55,AT,1993,24.8
YR,T,Y56,AT,1993,24.0
YR,T,Y57,AT,1993,23.1
YR,T,Y58,AT,1993,22.3
YR,T,Y59,AT,1993,21.5
YR,T,Y6,AT,1993,70.9
YR,T,Y60,AT,1993,20.7
YR,T,Y61,AT,1993,19.9
YR,T,Y62,AT,1993,19.2
YR,T,Y63,AT,1993,18.4
YR,T,Y64,AT,1993,17.7
YR,T,Y65,AT,1993,17.0
YR,T,Y66,AT,1993,16.2
YR,T,Y67,AT,1993,15.5
YR,T,Y68,AT,1993,14.8
YR,T,Y69,AT,1993,14.1
YR,T,Y7,AT,1993,69.9
YR,T,Y70,AT,1993,13.4
YR,T,Y71,AT,1993,12.7
YR,T,Y72,AT,1993,12.1
YR,T,Y73,AT,1993,11.4
YR,T,Y74,AT,1993,10.8
YR,T,Y75,AT,1993,10.2
YR,T,Y76,AT,1993,9.6
